GEOID,Total Population,Per Capita Income,Median household income,Service occupations,Manufacturing,College or above,Master or above,Bachelor's degree,Below poverty,Structures more than 30 years old,Households moved <10 years ago,< 18 years old,> 60 years old,Vacant,Owner occupied,Multiunit structures,Hispanic,Not Hispanic or Latino,Not Hispanic - White,Not Hispanic - Black,Not Hispanic - Asian,white,black,Asian,Employed,Unemployed,Foreign born,Health insurance,Without health insurance,> 16 years old,High school or less,Male,Female,American Indian and Alaska Native alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Same house 1 year ago,Different house in United States 1 year ago,Total for means of trasnportation,"Car, truck, or van",Public transportation,Taxicab,Bicycle,Walked,Walk or bicycle to work,Other means,"Taxicab, motorcycle, bicycle, walked, or other means",Living in a place,Not living in a place,Total for Time to work,Less than 30 minutes,Less than 10 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 44 minutes,45 to 59 minutes,60 or more minutes,Total for Vehicle,No vehicle available,No schooling completed,Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Master's degree,Professional school degree,Doctorate degree,Built 2010 or later,Built 2014 or later,Built 2010 to 2013,Built 2000 to 2009,Built 1990 to 1999,Built 1980 to 1989,Built 1970 to 1979,Built 1960 to 1969,Built 1950 to 1959,Built 1940 to 1949,Built 1939 or earlier,Owner occupied,Renter occupied,Total for Units in Structure,Mobile home,"Boat, RV, van, etc."
40132168291,2202.624089500888,119742.78524391014,142231.87882195693,0.000826472,132.96879395064389,1725.6964501825914,543.9204513610521,801.8414056254924,66.98127687199212,443.93253473996214,652.88015348205,173.97409894498077,1289.7850489431735,228.0113843647414,936.8497264,170.95394479877177,128.98583987053462,2073.638249630353,2043.6265015543825,0.012436,0.0059596,2069.6412486936233,0.012436,0.0059596,1071.790687301385,24.99677572606015,72.01491863111823,1716.6984955832386,0.001150068,2068.6392400476566,174.98002034991987,1198.7883196393968,1003.8357698614908,0.0,0.0,0.0,0.0,0.0,1056.7949260856983,694.8601637,0.0,0.0,0.0,0.0,0.0,66.98106676340103,294.95369562643555,1056.7949260856983,0.0,761.8412305,291.9514368776965,52.98738626460545,27.99249676145064,90.97930056224504,119.99163402239536,0.000619267,204.95048799126744,160.96490071728476,103.97403994714024,0.000364925,989.8396237075884,19.997153976324626,25.99265277385712,148.98736757606275,0.0,47.99270591680397,303.94534083539475,75.98925236065224,340.95029180301754,96.9833348701368,105.98682468789777,52.002121941469284,0.000187992,52.00193394946928,721.9163513909889,428.9175749584201,15.01121577754202,0.003744004,0.0,0.0,0.0,0.0,936.8497264,52.98989727352455,1217.851008,25.99265277385712,0.0
40131104003,1609.9822950623393,32878.977819011474,59111.75058761964,0.001825096,93.99695036559585,455.0108527358307,58.00792706155034,326.99449507698074,137.99484683705305,570.0044222683562,377.99935380643205,400.9879129852823,157.0056707973932,41.99923673790109,331.0028268761886,74.0058248216007,1043.967293841904,566.0150012204354,448.01097387013147,30.00312913027338,14.00105953604286,490.0190926841998,249.9925993737274,14.00105953604286,745.0009302560276,83.99807431,634.9817295786881,784.0099911533708,693.969935627744,1313.990916768604,78.00228887759425,758.9948405965134,850.9874544658257,0.000257332,0.0,250.9905710919629,0.0,0.0,745.0010782525471,536.0039079649082,0.001918236,0.0,0.0,3.463646578438784e-06,0.000566887,0.0,208.9946817007933,745.0010782525471,0.0,536.0063965517538,187.0105269753995,0.001908402,21.00247470708293,20.005170272124296,122.00022653140446,24.000747062787816,191.99850605479057,42.00142911807176,114.9948361027726,0.001098301,528.0061010548326,0.002740811,0.000921973,78.00136690459425,0.001235282,0.00135644,40.003369959714384,30.00506063758528,37.00617852818242,21.00094013036792,0.000808403,0.000441872,9.582281464476916e-23,0.000441872,0.000473594,0.001657415,0.001023105,141.9962699,79.99938856052066,181.00155364983556,167.0026729,0.001856738,331.0028268761886,197.0032741786441,570.0053377927337,0.0,0.0
40131104004,579.0079147064508,54369.43745117988,91297.34814585149,14.000344725164922,21.999972838721988,326.9900741483215,112.99564519166884,70.00463613613266,14.001059356541845,288.9967715466965,170.99895409336725,96.00124304204263,134.9956028162262,0.002247272,189.99688016151052,117.99473889642856,155.02193946877736,423.9859752376735,304.99224580122234,53.99592737758738,42.99659869910394,345.9910932612223,53.998893155587375,42.99659869910394,392.0003417948948,0.001550569,70.01152423244599,467.99154939062794,38.01879757775785,493.00953404193325,84.9987874021942,293.00392773798507,286.00398696846577,12.000412326124206,0.0,48.004368536583456,0.0,0.0,378.0015208578809,219.00647641676983,57.995139360427856,0.0,0.0,7.737916616324703e-19,11.998999602719463,0.0,89.00090548,378.0015208578809,0.0,289.0006153799171,186.9980316369098,35.99766658,42.99896748979785,57.99664843922557,30.006078173973748,19.99867095391264,11.006716155795884,67.99624479223169,7.000963664304436,15.998659133911133,310.9942613785188,3.99970956612782,23.99851438,61.00027302219419,0.000222989,14.002752513426458,48.99694131296664,94.99285150755338,92.99610438838786,19.99954080328098,7.737916616324703e-19,0.0015807940000000002,0.00036314,0.001217654,21.998156309127808,0.000106365,3.999809480600135,32.00044546764576,77.99719617040279,120.99614131030168,54.001723946746125,0.001348806,189.99688016151052,120.9973812170082,310.9965086508097,0.0,0.0
40130715063,641.8717787342757,35938.29965269366,48974.81238858646,0.0,15.994151663352541,200.99078690676083,47.99148970205693,121.96661051797491,19.99838425700364,437.90867463436206,249.95124691784352,0.003250625,586.8762755866376,47.99231868136849,374.9183396723565,0.006465575,0.005890513,641.8658882213749,625.8692286970436,0.00194826,0.0,625.8701797110435,0.00194826,0.0,117.97286675143188,15.993633447869795,16.99773233457745,269.9619650010028,0.009016179000000001,641.8685281212753,346.88238438615736,252.9581208609852,388.9136578732905,0.0,0.0,0.001036431,0.0,0.0,117.97286675143188,117.96273753166317,0.0,0.0,0.0,0.0,0.0,0.004098614,0.006030606,117.97286675143188,0.0,117.96683614527863,117.9587243351267,16.994538037717575,34.986394003059104,48.98142234656916,16.99365471478086,0.002715233,0.005700371,0.0,0.001280787,0.001130652,389.9189884160805,16.99376258709526,0.0,346.88238438615736,15.998794047951378,61.99305934255972,15.02304381839349,16.009642868335504,47.98572568005693,0.004225228,0.001538794,0.000653822,0.0,0.000653822,0.001978641,28.99174902,0.002967962,377.9241808709048,0.002428191,30.98734859045726,0.0,0.0,374.9183396723565,15.000648743724014,437.9113071,0.001978641,0.0
40130715064,860.3780249824013,64186.54991699728,63432.980959983055,0.003159457,0.008587107,564.147474950405,63.04253515210803,164.06283564335172,30.02076589549324,638.217477035346,392.14199644419904,0.017486117000000002,827.2664398957339,119.0153179566878,464.1902777702999,85.0349662399887,16.03871930006062,844.3393056823406,824.3138655,9.006607374,0.001145848,840.3261320356539,9.007244385,0.0013238360000000001,124.1397879992328,0.007516566,58.01415439579068,380.2051340989856,48.002241045204244,860.3641688539134,181.15440811458458,389.1568569742594,471.2211680081418,0.00520053,0.0,0.008559643,0.0,0.0,124.13938110031086,109.10615814624543,0.0,0.0,0.0,0.0,0.000157787,0.003385031,15.029680136543902,124.13938110031086,0.0,109.10970096376695,93.09601161683531,13.00796374593483,15.024641956151754,14.032514868897124,18.029229108007712,33.00166193784389,0.009619999,0.001477027,16.00219038825162,0.000401933,530.2173581038041,0.012610364,0.00044701,181.1539611045846,15.009716665084852,83.03268071654384,135.02860170333588,202.01350245160936,24.03889739478473,25.00455089921161,13.999086858111696,11.004130384415475,0.0,11.004130384415475,0.0110686409680056,74.02063060405999,0.0353408427436079,541.1452001976068,15.003854576829326,8.012041055106238,0.000409759,0.0,464.1902777702999,66.02708033350427,649.2326760604919,0.000441084,0.0
40130715091,1753.1333520313806,56009.599372555575,130397.29497084011,19.50729023463782,55.319180453,981.513494194405,181.53626949017143,532.0032361039396,48.36259953654985,272.3803746007812,616.0143233541987,400.8979235978647,311.44275961713527,114.64833483486336,366.1266486575687,334.6589629550407,342.52672947740075,1410.6066225539798,1022.3510925348546,22.040347179694663,160.72214913715175,1271.2134753074265,22.040844129694662,175.93838195663443,913.1864313184452,49.11413925638135,168.42090714496248,1510.8820873153975,52.465797559412295,1368.3939659181133,177.83209685416793,1014.4092997100532,738.7240523213275,0.090499989,0.0,120.06412426088671,0.0,0.0,913.0984585112708,770.4929248,0.000730808,0.0,0.0,16.99828350543976,15.044696136404582,0.008134811,110.55368845826432,913.0975259909198,0.00093252,802.5447700530065,372.08265493995714,107.78129644834462,74.29890490053185,31.51735885574976,64.42526478593572,94.05982994939518,48.57738411683363,99.0167416710592,134.64556702744994,148.22242229770654,734.1357896614852,0.06671189100000001,5.106191476977983,172.72590537718995,97.20054210543344,49.23389785610425,124.35984619183525,143.61414240845875,136.38851763221942,43.05037355719446,2.097378300757555,33.417511698,0.003499808,33.41401189,542.9862381935586,253.92636289316715,18.249637971700167,0.092757789,0.00060097,0.1036109739138737,0.0,0.007404003,366.1266486575687,368.0091410039165,848.7841244963486,0.1079668279526231,0.0
40131039001,1426.038884639804,51560.783554973095,136245.24290521094,8.014920429848134,81.00529238795872,968.9809955260729,197.99206763631727,172.9948727681901,0.009027782,541.0202987530224,114.05262752863365,99.01980118441561,390.9900751129563,0.0045972,531.9728218528869,0.0550909246883584,85.03744450670933,1341.0014401330943,1255.9656118163157,0.006502842,43.00826665807631,1322.9685893141952,0.006502842,43.00826665807631,843.0302935723923,14.00035352351756,171.01711087172723,1285.0053399738338,0.022449131344588313,1327.024898460703,58.01802088318981,641.0322159168647,785.0066687229391,0.001470891,0.002044955,0.0135700593591536,0.0,0.0,835.0281491218109,628.0295658211894,0.001855699,0.0,0.0,3.355665146795291e-23,0.002063468,2.0067175228177803e-05,206.9946440667693,835.0281491218109,0.0,628.0335050550416,486.00999973670037,134.9892915140806,36.00107368176714,0.0181847045191716,300.99141333350167,14.01003650283178,90.01014138083792,37.00863004829375,15.00085949542472,0.003874394,585.0205641768118,0.003852018,9.582813845554484e-05,58.01792505505136,87.99894375,119.99454118140216,535.9843099612974,62.00974516026804,141.99470721800412,55.99629049431314,0.001069924,0.00088533345770536,0.000867273,1.8060457705360022e-05,44.00397729005681,0.0100321782672381,0.01960546495593,86.02599081610992,439.9656212336156,14.99884638207368,0.0,0.000202678,531.9728218528869,53.04774232392492,585.0251614,1.6053740182542242e-05,0.0
40131039003,1850.651003266603,27151.238784710997,60626.08902577136,160.96731435301402,133.9718334133846,626.8774622966707,130.9766561165022,154.96877192831155,198.95618679958417,480.9152009230872,439.9186644506094,489.9075751277233,343.9324188228095,0.003628171,318.9487552746739,224.95371856913724,734.8528599288892,1115.7981433377138,703.8837904383078,0.008882261,21.99548628954676,703.9026774326338,0.008882261,21.99548628954676,1039.8019486268693,0.000753267,303.9414945113204,1332.7573570751244,267.9476966931049,1440.7256383710665,131.98290035083184,897.8345965086469,952.816406757956,24.9941662,47.98879909515381,273.9409839294065,0.0,0.0,1019.8062119104808,894.8234009471238,1.2870856724161994e-12,0.0,0.0,0.0,17.99635990161312,2.5291572547207763e-10,106.98645106148967,1019.8062119104808,0.0,912.8197608489912,492.9079126037781,0.002248748,38.99302773,240.94426703237727,212.9636149504008,0.004754143,273.9429121834753,145.96754325650477,0.001392807,2.574171344832399e-12,572.896828,17.997782148684223,0.001473823,131.98142652783184,128.97045874139886,15.00410438918444,201.9596579116298,138.97237634022724,108.98005602666652,21.996159536835687,0.000440553,0.001762211,0.0,0.001762211,91.98349306032888,0.001762212,0.00881764,443.9020451335192,36.99749560756797,0.004034017,0.0,0.001046313,318.9487552746739,253.9480727,572.9004561952357,0.00187235,0.0
40131040001,1680.8469321079035,22613.980335085664,35250.74526765611,48.997429667731495,12.00562222765003,347.97385787288124,26.999117542533785,131.98863579379992,146.98354357327756,780.9213099883623,445.96639498339545,491.94949329890795,334.9643659365584,74.99018785891334,267.9690573216838,512.95749889955,432.9668911488778,1247.880040959026,1132.8523390786029,115.00341220033128,0.002744598,1206.852006187418,115.00520576933128,0.002744598,544.971738,157.9789451645642,147.98658518287633,1206.8759534950455,284.98220201056466,1200.8961074835613,221.97709971596862,593.9591614162284,1086.8877706916755,0.009980743,0.00088873,71.00099104501912,0.0,0.0,544.9717197498526,333.99475165726386,165.9795315285246,3.050631380053586e-23,1.6651362949459156e-22,0.000336276,4.8359510731865815e-11,9.13668191060424e-06,44.99709115109392,544.9717197498526,0.0,499.9746285987587,162.00621506920046,0.002987494,56.00097793241359,48.99794854678687,0.006089286,56.99821181,117.9937950862306,165.9769362407955,53.99609954063871,0.001582659,705.9343302460007,200.9718655286019,0.001364125,221.9757355909686,0.004801063,79.99410068,133.98938274494202,54.99672179160552,0.002590597,0.000648533,26.995878412533784,3.055528510224062e-23,0.0,3.055528510224062e-23,0.003208117,144.98610288576856,79.99676431247761,231.98065090764595,103.9918585858854,219.9659332965847,0.0,8.262126654311795e-23,267.9690573216838,437.9652729243169,780.9245181049141,1.6319299997787605e-23,0.0
40131040003,2504.0844982957706,24170.982378103254,57172.62714146283,228.99428101282376,22.00224923517337,424.0315800327285,117.00074759005612,132.01514902997314,194.00925737180023,714.0590336835983,343.0443620700259,680.024030950317,561.0116978114551,0.005745743,495.0176856961434,0.052046826000000004,1224.0075444020467,1280.0769538937238,827.0799456497198,20.00946175830541,170.99682697571825,917.0927000797197,20.00946175830541,170.99682697571825,883.0388599223825,106.00611379286876,822.9837849002388,1878.0524007340214,353.0146524126958,2003.0560916257793,413.00752766573436,1421.021510182798,1083.0629881129726,185.99169623851776,0.0,443.9945322354042,0.0,0.0,862.0397974438401,837.0167612471951,0.0127011938648138,0.000486759,0.002940992,0.0,0.000466477,3.95975619209289e-18,25.006440774660405,862.0397974438401,0.0,837.0333566691797,409.0120600391696,108.9971870234658,110.00502070503626,106.0043338,66.00120653176873,18.00431197889884,80.00845900024979,115.01453957696413,54.00272492750446,178.99557313870173,714.0550321598867,18.015018482794403,43.00263059690678,370.0048970688276,118.99468737840652,158.00350232775418,159.00791358490005,16.007769827799166,116.99747697105612,0.001151347,0.002119272,0.0,0.0,0.0,0.00174422,0.016082844,0.015234808990499,161.02116645010392,422.9958384831125,130.0093927913913,0.0,0.001318306,495.0176856961434,219.03734646374323,714.0607779032662,0.0,0.0
